GeneID,150-1,150-2,150-3,33-1,33-2,33-3,con-1,con-2,con-3
LINC01241,0,0,0,0,0,0,0,0,0
LINC01239,0,0,0,0,0,0,1,0,0
LINC01238,0,0,0,0,0,0,0,0,0
LINC01237,0,0,0,0,0,0,0,0,0
LINC01235,0,0,0,0,0,0,0,0,0
LINC01234,0,0,0,0,2,5,4,0,0
LINC01233,0,0,0,0,0,2,0,0,0
LINC01232,1,0,8,32,14,59,41,47,15
LINC01231,0,0,0,0,0,0,0,0,0
LINC01230,0,0,0,0,0,0,0,0,0
LINC01229,0,0,0,9,0,4,12,0,0
LINC01227,0,0,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0,0,0
LINC01224,0,1,0,0,3,6,8,0,2
LINC01222,0,0,0,0,0,0,0,0,0
LINC01221,0,0,0,0,0,0,0,0,0
LINC01220,0,0,0,0,0,0,0,0,0
LINC01219,0,0,0,0,0,0,0,0,0
LINC01216,0,0,0,0,0,0,0,0,0
LINC01215,0,0,0,10,0,0,0,0,0
LINC01214,0,0,0,0,0,0,0,0,0
LINC01213,0,0,0,0,0,0,0,0,0
LINC01210,0,0,0,0,0,0,1,0,0
LINC01209,0,0,0,0,0,0,0,0,0
LINC01208,0,0,0,0,0,0,0,0,0
LINC01206,0,0,0,0,0,0,0,0,0
LINC01205,0,0,0,0,0,0,0,0,0
LINC01204,0,0,0,0,0,0,0,0,0
LINC01203,0,0,0,0,0,0,0,0,0
LINC01202,0,0,0,0,0,0,0,0,0
LINC01201,0,0,0,0,0,0,0,0,0
LINC01198,0,0,0,0,0,0,0,0,0
LINC01197,0,0,0,0,0,0,0,0,0
LINC01195,0,0,0,0,0,0,0,0,0
LINC01194,0,0,0,0,0,0,0,0,0
LINC01193,0,0,0,16,0,0,0,0,0
LINC01192,0,0,0,0,0,0,0,0,0
LINC01191,0,0,0,0,0,0,0,0,0
LINC01189,0,0,0,0,0,0,0,0,0
LINC01187,0,0,0,0,0,0,0,0,0
LINC01186,0,0,0,9,4,1,16,0,0
LINC01185,0,0,0,0,0,1,0,0,0
LINC01184,0,0,0,4,2,22,4,6,4
LINC01182,0,0,0,0,0,0,0,0,0
LINC01181,0,0,0,0,0,0,0,0,0
LINC01180,0,0,0,0,0,0,0,0,0
LINC01179,0,0,0,0,0,0,0,0,0
LINC01177,0,0,0,0,0,0,0,0,0
LINC01176,0,0,0,0,0,2,0,1,0
LINC01173,0,0,0,0,0,0,0,0,0
LINC01170,0,0,1,0,0,0,0,0,0
LINC01169,0,0,0,0,0,0,0,0,0
LINC01168,1,0,0,12,48,22,7,69,6
LINC01167,0,0,0,0,0,0,0,0,0
LINC01166,0,0,0,0,0,0,0,0,0
LINC01164,0,0,0,0,0,0,0,0,0
LINC01163,0,0,0,0,0,0,0,0,0
LINC01162,0,0,0,0,0,4,0,0,0
LINC01160,0,0,0,0,0,0,0,0,0
LINC01159,0,0,0,0,0,0,0,0,0
LINC01152,0,0,0,0,0,8,0,0,0
LINC01151,0,0,0,0,0,0,0,0,0
LINC01150,0,0,0,0,0,0,0,0,0
LINC01149,0,0,0,0,0,0,0,0,0
LINC01148,0,0,0,0,0,0,0,0,0
LINC01147,0,0,0,0,0,0,0,0,0
LINC01146,0,0,0,0,0,0,0,0,0
LINC01145,0,0,0,0,1,1,12,0,0
LINC01144,0,0,0,0,0,0,6,0,2
LINC01143,0,0,0,0,0,0,0,0,0
LINC01142,0,0,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0,0,0
LINC01140,0,0,0,0,0,0,0,0,0
LINC01139,0,0,0,0,0,0,0,0,0
LINC01138,12,14,3,49,72,52,64,38,43
LINC01137,0,0,2,0,0,2,0,0,0
LINC01136,0,0,0,0,0,0,0,0,0
LINC01135,0,0,0,0,0,0,0,0,0
LINC01134,0,0,0,0,0,0,0,0,0
LINC01133,0,0,0,0,0,1,0,0,0
LINC01132,0,0,0,0,6,1,0,0,0
LINC01128,0,0,0,0,0,0,4,0,0
LINC01127,0,0,0,0,0,0,0,0,0
LINC01126,0,0,0,30,28,2,6,3,12
LINC01124,0,0,0,0,0,0,6,14,0
LINC01123,0,0,0,0,0,1,0,0,0
LINC01122,0,0,0,0,0,0,0,0,0
LINC01121,0,0,0,0,0,0,0,0,0
LINC01120,0,0,0,0,0,0,0,0,0
LINC01119,0,0,0,0,0,0,0,0,0
LINC01118,0,0,0,0,0,0,0,0,0
LINC01117,0,0,0,0,0,0,0,0,0
LINC01116,0,0,0,0,0,0,0,0,0
LINC01115,0,0,0,0,0,0,0,0,0
LINC01114,0,0,0,0,0,0,0,0,0
LINC01111,0,0,0,1,0,3,0,7,6
LINC01108,0,0,0,0,7,0,0,0,0
LINC01107,0,0,0,0,0,0,0,6,0
LINC01106,0,0,0,0,0,0,0,0,0
LINC01104,0,0,0,0,0,0,0,0,0
LINC01103,0,0,0,0,0,0,0,0,0
LINC01102,0,0,0,0,0,0,0,0,0
LINC01101,0,0,0,0,0,0,0,0,0
LINC01100,0,0,0,0,0,0,0,0,0
LINC01099,0,0,0,0,0,0,0,0,0
LINC01098,0,0,0,0,0,0,0,0,0
LINC01097,0,0,0,0,0,0,0,0,0
LINC01096,0,0,0,0,0,0,0,0,0
LINC01095,0,0,0,0,0,0,0,0,0
LINC01094,0,0,0,0,0,0,0,0,0
LINC01093,0,0,0,0,0,0,0,0,0
LINC01091,0,0,0,0,0,2,0,0,2
LINC01090,0,0,0,0,0,0,0,0,0
LINC01089,0,0,2,3,4,19,5,4,0
LINC01088,0,0,0,0,0,0,0,0,0
LINC01087,0,0,0,0,0,0,0,0,0
LINC01085,0,0,0,0,0,0,0,0,0
LINC01082,0,0,0,0,0,0,0,0,0
LINC01081,0,0,0,0,4,3,0,0,0
LINC01080,0,0,0,0,0,0,0,0,0
LINC01078,0,0,0,0,0,0,0,0,0
LINC01075,0,0,0,0,0,0,0,0,0
LINC01074,0,0,0,0,0,0,0,0,0
LINC01072,0,0,0,0,0,0,0,0,0
LINC01070,0,0,0,0,0,0,0,0,0
LINC01069,0,0,0,0,0,0,0,0,0
LINC01068,0,0,0,0,0,0,0,0,0
LINC01065,0,0,0,0,0,0,0,0,0
LINC01063,0,0,0,0,0,0,0,0,0
LINC01061,0,0,0,10,9,12,0,0,16
LINC01060,0,0,0,0,0,0,0,0,0
LINC01058,0,0,0,0,0,0,0,0,0
LINC01056,0,0,0,0,0,0,0,0,0
LINC01055,0,0,0,0,0,0,0,0,0
LINC01054,1,0,1,0,6,4,4,6,1
LINC01053,0,0,0,0,0,0,0,0,0
LINC01052,0,0,0,0,0,0,0,0,0
LINC01050,0,0,0,0,0,0,0,0,0
LINC01049,0,0,0,0,0,4,0,0,0
LINC01048,0,0,0,0,0,0,0,0,0
LINC01047,0,0,0,0,0,0,0,0,0
LINC01046,0,0,0,0,0,0,0,0,0
LINC01044,0,0,0,0,0,0,0,0,0
LINC01043,0,0,0,0,0,0,0,0,0
LINC01040,0,0,0,0,0,0,0,0,0
LINC01039,0,0,0,0,0,0,0,0,0
LINC01038,0,0,0,0,0,0,0,0,0
LINC01037,0,0,0,0,0,1,0,0,0
LINC01036,0,0,0,0,0,0,0,0,0
LINC01033,0,0,0,0,0,0,0,0,0
LINC01032,0,0,0,0,0,0,0,4,0
LINC01031,0,0,0,0,0,0,0,0,0
LINC01030,0,0,0,0,0,0,0,0,0
LINC01029,0,0,0,0,0,0,0,0,0
LINC01028,0,0,0,0,0,0,0,0,0
LINC01023,0,0,0,0,12,0,0,2,0
LINC01022,0,0,0,0,0,0,0,12,0
LINC01020,0,0,0,0,0,0,0,0,0
LINC01019,0,0,0,0,0,0,0,0,0
LINC01018,0,0,0,0,0,0,0,0,0
LINC01017,0,0,0,0,0,0,0,0,0
LINC01016,0,0,0,0,0,0,0,0,0
LINC01015,0,0,0,0,0,0,0,0,0
LINC01014,0,0,0,0,0,0,0,0,0
LINC01013,0,0,0,0,0,0,0,0,0
LINC01012,0,0,0,0,0,0,0,0,0
LINC01011,0,1,0,4,7,6,8,0,19
LINC01010,0,0,0,0,0,0,0,0,0
LINC01007,0,0,0,0,0,0,0,0,0
LINC01006,8,6,8,30,31,31,13,40,14
LINC01005,0,2,0,8,14,15,5,16,40
LINC01004,4,12,0,6,46,60,2,2,4
LINC01003,0,0,0,0,0,4,0,0,0
LINC01002,0,0,0,0,0,0,0,0,0
LINC01001,0,0,0,0,0,0,0,0,0
LINC01000,0,0,0,0,0,0,0,0,0
LINC00999,0,0,0,0,0,0,1,0,0
LINC00997,0,0,0,0,0,8,0,0,0
LINC00996,0,0,0,0,0,0,0,0,0
LINC00994,0,0,0,0,0,0,0,0,0
LINC00993,0,0,0,0,0,0,0,0,0
LINC00992,0,0,0,0,0,3,0,0,0
LINC00989,0,0,0,0,0,0,0,0,0
LINC00987,0,4,3,29,35,29,47,26,11
LINC00977,0,0,0,0,0,0,0,0,0
LINC00976,0,0,0,0,0,0,0,0,0
LINC00974,0,0,0,0,0,0,0,0,0
LINC00972,0,0,0,0,0,0,0,0,0
LINC00971,0,0,0,0,0,0,0,0,0
LINC00970,0,0,0,0,0,1,0,0,0
LINC00968,0,0,0,0,0,0,0,0,0
LINC00967,0,0,0,0,0,0,0,0,0
LINC00965,0,0,0,0,0,0,0,0,0
LINC00964,0,0,0,0,0,0,0,0,0
LINC00963,0,1,1,18,6,17,4,1,25
LINC00960,0,0,0,0,0,9,2,0,0
LINC00958,0,0,0,0,0,0,0,0,0
LINC00957,1,1,0,36,26,14,32,13,5
LINC00955,0,0,0,0,0,0,0,0,0
LINC00954,1,0,0,0,51,12,10,21,1
LINC00951,0,0,0,0,0,0,0,0,0
LINC00945,0,0,0,0,0,0,0,0,0
LINC00944,0,0,0,0,0,0,0,0,0
LINC00943,0,0,0,0,0,1,0,4,0
LINC00942,0,0,0,0,0,0,0,0,0
LINC00941,0,0,0,0,0,0,0,0,0
LINC00940,0,0,0,0,0,0,0,0,0
LINC00939,0,0,0,0,0,0,0,0,0
LINC00938,0,0,0,0,1,2,0,0,0
LINC00937,0,0,0,0,0,0,0,0,0
LINC00934,0,0,0,0,0,0,0,0,0
LINC00933,2,4,0,5,14,7,11,0,3
LINC00930,0,0,0,0,0,0,0,0,0
LINC00929,0,0,0,0,0,0,0,0,0
LINC00928,0,0,0,0,0,0,0,0,0
LINC00927,0,0,0,0,0,0,0,0,0
LINC00926,0,0,0,0,0,0,0,0,0
LINC00924,0,0,0,0,0,0,0,0,0
LINC00923,0,0,0,0,0,0,0,0,0
LINC00922,0,0,0,0,0,0,0,0,0
LINC00921,3,0,0,0,4,4,21,0,4
LINC00920,0,0,0,0,0,10,0,0,0
LINC00919,0,0,0,0,0,0,0,0,0
LINC00917,0,0,0,0,0,0,0,0,0
LINC00911,0,0,0,0,0,0,0,0,0
LINC00910,0,1,1,3,22,9,17,15,3
LINC00909,0,2,0,0,1,6,16,0,0
LINC00908,0,0,0,0,0,0,0,0,0
LINC00907,0,0,0,0,0,0,0,0,0
LINC00906,0,0,0,0,0,0,0,0,0
LINC00905,0,0,0,0,0,0,0,0,0
LINC00904,0,0,0,0,0,0,0,0,0
LINC00903,0,0,0,0,0,0,0,0,0
LINC00901,0,0,0,0,0,0,0,0,0
LINC00900,0,0,0,0,0,0,0,0,0
LINC00899,0,0,0,0,0,8,0,0,0
LINC00898,0,0,0,0,0,0,0,0,0
LINC00896,0,4,0,18,14,4,2,8,2
LINC00895,0,0,0,3,0,1,4,0,0
LINC00894,0,0,0,6,0,0,0,0,0
LINC00893,0,0,0,0,0,0,0,0,0
LINC00892,0,0,0,0,0,0,0,0,0
LINC00891,0,0,0,0,0,0,0,0,0
LINC00888,0,0,0,0,0,2,0,2,2
LINC00887,0,0,0,0,0,0,0,0,0
LINC00886,0,0,0,0,0,2,0,0,0
LINC00885,0,0,0,0,0,0,0,0,0
LINC00884,0,0,0,0,0,1,0,0,0
LINC00882,0,0,0,0,0,0,0,0,0
LINC00881,1,0,0,16,0,1,0,4,0
LINC00880,1,0,0,12,12,4,0,2,1
LINC00879,0,0,0,0,0,0,0,0,0
LINC00877,0,0,0,0,0,0,0,0,0
LINC00871,0,0,0,0,0,0,0,0,0
LINC00870,0,0,0,0,0,0,0,0,0
LINC00869,0,0,0,0,0,1,15,7,5
LINC00868,0,0,0,0,0,0,0,0,0
LINC00867,0,0,0,0,0,0,0,0,0
LINC00866,0,0,0,0,4,2,0,0,0
LINC00865,0,0,0,0,0,0,0,0,0
LINC00863,0,3,1,0,21,11,2,5,6
LINC00862,0,0,0,0,0,0,0,0,0
LINC00861,0,0,0,0,0,6,8,8,0
LINC00858,0,0,0,7,0,1,4,0,0
LINC00857,0,0,0,0,0,0,0,0,0
LINC00856,0,0,0,0,0,0,0,0,0
LINC00853,0,0,0,0,0,0,0,0,0
LINC00852,0,0,0,0,0,0,0,0,0
LINC00851,0,0,0,0,0,2,0,0,0
LINC00850,0,0,0,0,0,0,0,0,0
LINC00847,8,16,6,88,91,91,167,167,107
LINC00845,0,0,0,0,0,0,0,0,0
LINC00844,0,0,0,0,0,0,0,0,0
LINC00842,0,0,0,0,0,0,0,0,0
LINC00841,0,0,0,0,0,0,0,0,0
LINC00840,0,0,0,0,0,0,0,0,0
LINC00839,0,0,0,0,0,0,0,0,4
LINC00838,0,0,0,0,0,0,0,0,0
LINC00837,0,0,0,0,0,4,0,0,0
LINC00836,0,0,0,0,0,0,0,0,0
LINC00824,0,0,0,0,0,0,0,0,0
LINC00710,0,0,0,0,0,0,0,0,0
LINC00709,0,0,0,0,0,0,0,0,0
LINC00708,0,0,0,0,0,0,0,0,0
LINC00707,0,0,0,0,0,0,0,0,0
LINC00706,0,0,0,0,0,0,0,0,0
LINC00705,0,1,1,10,4,13,2,4,14
LINC00703,0,0,0,0,0,0,0,0,0
LINC00702,0,0,0,0,0,0,0,0,0
LINC00701,0,0,0,0,0,0,0,0,0
LINC00700,0,0,0,0,0,0,0,0,0
LINC00698,0,0,0,0,0,0,0,4,6
LINC00696,0,0,0,0,4,0,0,0,0
LINC00693,0,0,0,0,0,0,0,0,0
LINC00692,0,0,0,0,0,0,0,0,0
LINC00691,0,0,0,0,0,0,0,0,0
LINC00690,0,0,0,0,0,0,0,0,0
LINC00689,0,0,0,0,0,0,0,0,0
LINC00687,0,0,0,0,0,0,0,0,0
LINC00685,0,0,0,0,0,0,0,0,0
LINC00683,0,0,0,0,0,0,0,0,0
LINC00682,0,0,0,0,0,0,0,0,0
LINC00681,0,0,0,0,0,0,0,0,0
LINC00680-GUSBP4,0,0,0,0,0,0,0,0,0
LINC00680,0,0,0,0,0,0,0,0,0
LINC00678,0,0,0,0,16,1,0,0,0
LINC00677,0,0,0,0,0,1,0,0,0
LINC00676,0,1,0,0,8,0,0,0,0
LINC00674,0,0,2,4,20,24,16,0,4
LINC00673,1,1,6,17,24,17,12,4,5
LINC00672,0,0,0,0,0,0,0,0,0
LINC00671,0,0,0,0,0,0,8,0,0
LINC00670,0,0,0,0,0,0,0,0,0
LINC00668,0,0,0,0,0,1,0,2,2
LINC00667,7,0,10,22,18,16,46,2,7
LINC00665,0,0,0,17,8,13,11,4,0
LINC00664,0,0,0,0,0,1,0,0,0
LINC00663,0,0,0,0,0,0,0,0,1
LINC00662,0,0,0,0,0,0,0,0,0
LINC00661,0,0,0,0,0,0,0,0,0
LINC00659,0,0,2,10,7,11,0,10,0
LINC00658,0,1,1,0,14,27,1,34,20
LINC00656,0,0,0,0,0,0,0,0,0
LINC00654,0,2,1,0,26,19,14,21,2
LINC00653,0,0,0,0,0,0,0,0,0
LINC00652,1,1,2,18,23,19,51,63,32
LINC00649,1,0,0,0,0,0,0,0,0
LINC00648,0,0,0,0,0,0,0,0,0
LINC00645,0,0,0,0,0,0,0,0,0
LINC00644,0,0,0,0,0,0,0,0,0
LINC00643,0,0,0,0,0,0,0,0,0
LINC00642,0,0,0,0,0,0,0,0,0
LINC00641,0,0,0,0,0,1,0,0,0
LINC00640,0,0,0,0,0,0,0,0,0
LINC00639,0,0,0,0,0,0,0,0,0
LINC00638,0,0,0,0,0,4,0,0,0
LINC00637,0,0,0,0,0,0,0,0,1
LINC00636,0,0,0,0,0,0,0,0,0
LINC00635,0,0,0,0,0,0,0,0,0
LINC00634,0,0,0,0,0,1,0,0,0
LINC00632,0,0,0,0,0,0,0,0,0
LINC00630,0,0,0,0,0,0,0,0,0
LINC00629,0,0,0,0,0,0,0,0,0
LINC00628,0,0,0,0,0,0,0,0,0
LINC00626,0,0,0,0,0,0,0,0,0
LINC00624,0,0,0,0,0,0,0,0,0
LINC00623,0,0,0,0,0,0,0,0,0
LINC00622,0,0,0,0,0,0,0,0,0
LINC00621,0,0,0,0,0,0,0,0,0
LINC00620,0,0,0,0,0,0,0,0,0
LINC00619,0,0,0,0,0,0,0,0,0
LINC00618,0,0,0,0,0,0,0,0,0
LINC00616,0,6,0,0,0,0,0,0,0
LINC00615,0,0,0,0,0,0,0,0,0
LINC00613,0,0,0,0,0,0,0,0,0
LINC00612,0,0,0,0,3,6,9,0,4
LINC00609,0,0,0,0,0,0,0,0,0
LINC00608,0,0,0,0,0,0,0,0,0
LINC00607,0,0,0,0,0,0,0,0,0
LINC00606,0,0,0,0,0,0,0,0,0
LINC00605,0,0,0,0,0,0,0,0,0
LINC00603,0,0,0,0,0,0,0,0,0
LINC00602,0,0,0,0,0,0,0,10,0
LINC00601,0,0,0,0,0,0,0,0,0
LINC00599,0,0,0,0,0,0,0,0,0
LINC00598,0,0,0,0,0,0,0,0,0
LINC00597,0,0,0,0,0,0,0,0,0
LINC00595,0,0,0,0,0,0,0,0,0
LINC00593,0,0,0,0,0,0,0,0,0
LINC00592,0,0,0,0,0,0,0,0,0
LINC00589,0,0,0,0,0,0,0,0,0
LINC00588,0,0,0,0,0,0,0,0,0
LINC00587,0,0,0,0,0,0,0,0,0
LINC00583,0,0,0,0,0,0,0,0,0
LINC00582,0,0,0,0,0,0,0,0,0
LINC00581,0,0,0,0,0,1,0,0,1
LINC00578,0,0,0,0,0,0,0,0,0
LINC00575,0,0,0,0,0,0,0,0,0
LINC00574,0,0,0,0,0,0,0,0,0
LINC00572,0,0,0,0,0,0,0,0,0
LINC00571,0,0,0,0,0,0,0,0,0
LINC00570,0,0,0,0,0,0,0,0,0
LINC00567,0,0,0,0,0,1,0,0,0
LINC00566,0,0,0,0,0,0,0,0,0
LINC00565,0,0,0,0,0,0,0,0,0
LINC00564,0,0,0,0,0,0,0,0,0
LINC00563,0,0,0,0,0,0,0,0,0
LINC00562,0,0,0,0,0,0,0,1,0
LINC00561,1,0,0,0,0,0,0,0,0
LINC00560,0,0,0,0,0,0,0,0,0
LINC00559,0,0,0,0,0,0,0,0,0
LINC00558,0,0,0,0,0,0,0,0,0
LINC00557,4,0,0,0,0,0,0,0,4
LINC00554,0,0,0,0,0,0,0,0,0
LINC00552,0,0,0,0,0,0,0,0,0
LINC00551,0,0,0,0,0,0,0,0,0
LINC00550,0,0,0,0,0,0,0,0,0
LINC00548,0,0,0,0,0,0,0,0,0
LINC00547,0,0,0,0,0,0,0,0,0
LINC00545,0,0,0,0,0,0,0,0,0
LINC00544,0,0,0,0,0,0,0,0,0
LINC00543,0,0,4,7,0,15,1,4,9
LINC00540,0,0,0,0,0,0,0,0,0
LINC00539,2,0,0,0,16,28,7,21,5
LINC00538,0,0,0,10,0,1,0,0,0
LINC00537,0,1,0,0,0,1,0,0,0
LINC00536,0,0,0,0,0,0,0,0,0
LINC00535,0,0,0,0,0,0,0,0,0
LINC00534,0,0,0,0,0,0,0,0,0
LINC00533,0,0,0,0,0,0,0,0,0
LINC00528,0,0,0,0,0,0,0,0,0
LINC00526,1,0,0,1,3,9,0,0,0
LINC00525,1,1,0,0,17,2,3,1,5
LINC00524,0,0,0,0,0,0,0,0,0
LINC00523,0,0,0,0,0,0,0,0,0
LINC00520,0,0,0,0,0,0,0,0,0
LINC00519,0,0,0,0,0,0,0,4,0
LINC00518,0,0,0,0,0,0,1,0,0
LINC00517,0,0,0,0,0,0,0,0,0
LINC00515,0,0,0,0,0,0,0,0,0
LINC00514,0,5,0,39,3,14,25,50,12
LINC00513,6,4,3,89,52,85,86,101,69
LINC00511,0,0,0,10,52,8,0,0,0
LINC00508,0,0,0,0,0,0,0,0,0
LINC00507,0,0,0,0,0,0,0,0,0
LINC00506,0,0,0,0,0,0,0,0,0
LINC00504,0,0,0,0,0,0,0,0,0
LINC00502,0,0,0,0,0,0,0,0,0
LINC00501,0,0,0,0,0,0,0,0,0
LINC00499,0,0,0,0,0,0,0,0,0
LINC00494,0,0,0,0,0,0,0,0,0
LINC00492,0,0,0,0,0,0,0,0,0
LINC00491,0,0,0,0,0,0,0,0,0
LINC00489,0,0,0,0,0,0,0,0,0
LINC00488,0,0,0,0,0,0,0,0,0
LINC00487,0,0,0,0,0,0,0,0,0
LINC00486,1,0,1,8,26,9,18,11,26
LINC00485,0,0,0,0,0,0,0,0,0
LINC00484,0,0,0,0,6,7,0,0,9
LINC00482,0,0,0,0,0,0,0,0,0
LINC00479,0,0,0,0,0,0,0,0,0
LINC00477,0,0,0,0,0,0,0,0,0
LINC00476,14,16,21,156,115,123,178,129,60
LINC00475,0,0,0,0,0,0,0,0,0
LINC00474,0,0,0,0,0,0,0,0,0
LINC00473,0,0,0,0,0,0,0,0,0
LINC00472,0,0,0,0,0,0,0,0,0
LINC00471,0,0,0,0,0,0,0,0,0
LINC00470,0,0,0,0,0,0,0,0,0
LINC00469,2,0,0,0,0,0,0,0,0
LINC00467,0,0,0,0,10,4,0,0,0
LINC00466,0,0,0,0,0,0,0,0,0
LINC00463,0,0,0,0,0,0,0,0,0
LINC00462,0,0,0,0,0,0,0,0,0
LINC00461,0,0,0,0,0,0,0,0,0
LINC00460,0,0,0,0,0,0,0,0,0
LINC00459,0,0,0,0,0,0,0,0,0
LINC00458,0,0,0,0,0,0,0,0,0
LINC00457,0,0,0,0,0,1,0,0,0
LINC00456,0,0,5,50,0,16,12,8,19
LINC00454,0,0,1,0,0,1,0,0,0
LINC00452,0,0,0,0,0,0,0,0,0
LINC00449,0,0,3,1,23,31,28,71,23
LINC00448,0,0,1,0,0,0,0,0,0
LINC00446,0,0,0,0,0,0,0,0,0
LINC00445,0,0,0,0,0,0,0,0,0
LINC00443,0,0,0,0,0,0,0,0,0
LINC00442,2,4,4,11,28,15,16,34,25
LINC00440,0,0,0,0,0,0,0,0,0
LINC00437,1,0,0,0,0,2,0,0,0
LINC00434,0,0,0,0,0,0,0,0,0
LINC00433,0,0,0,0,0,0,0,0,0
LINC00431,0,0,0,0,0,0,0,0,0
LINC00430,0,0,0,0,0,0,0,0,0
LINC00428,0,0,0,0,11,0,0,0,0
LINC00426,0,0,0,0,0,0,0,0,0
LINC00424,0,0,0,0,0,0,0,0,0
LINC00423,0,0,0,0,0,0,0,0,0
LINC00421,0,0,0,0,0,0,0,0,0
LINC00417,0,0,0,0,0,0,0,0,0
LINC00415,0,0,0,0,0,0,0,0,0
LINC00412,0,0,0,0,0,0,0,0,0
LINC00411,0,0,0,0,0,0,0,0,0
LINC00410,0,0,0,0,0,0,0,0,0
LINC00408,0,0,0,8,0,0,0,0,0
LINC00407,0,0,0,0,0,0,0,0,0
LINC00402,0,0,0,0,0,0,0,0,0
LINC00400,0,0,0,0,0,0,0,0,0
LINC00399,0,5,0,0,0,4,0,0,0
LINC00398,0,0,0,0,0,0,0,0,0
LINC00397,0,0,0,0,0,0,0,0,0
LINC00396,0,0,0,0,0,0,0,0,0
LINC00395,0,0,0,0,0,0,0,0,0
LINC00392,0,0,0,0,0,0,0,0,0
LINC00390,1,1,2,2,20,22,6,22,31
LINC00384,0,0,0,0,0,0,0,0,0
LINC00383,0,0,0,0,0,0,0,0,0
LINC00382,0,0,0,0,0,0,0,0,0
LINC00381,0,0,0,0,0,0,0,0,0
LINC00380,0,0,0,0,0,0,0,0,0
LINC00379,0,0,0,0,0,0,0,0,0
LINC00378,0,0,0,0,0,0,0,0,0
LINC00377,0,0,0,0,0,0,0,0,0
LINC00376,0,0,0,0,0,0,0,0,0
LINC00375,0,0,0,0,0,0,0,0,0
LINC00374,0,0,0,0,0,0,0,0,0
LINC00373,0,0,0,0,0,0,0,0,0
LINC00368,0,0,0,0,0,0,0,0,0
LINC00367,0,0,0,0,0,0,0,0,0
LINC00366,0,0,0,0,0,0,0,0,0
LINC00365,0,0,0,0,0,0,0,0,0
LINC00364,0,0,0,0,0,0,0,0,0
LINC00363,0,0,0,0,0,0,0,0,0
LINC00359,0,0,0,0,0,0,0,0,0
LINC00358,0,0,0,0,0,0,0,0,0
LINC00355,0,0,0,0,0,0,0,0,0
LINC00354,0,0,0,0,0,0,0,0,0
LINC00353,0,0,0,0,0,0,0,0,0
LINC00351,0,0,0,0,0,0,0,0,0
LINC00350,0,0,0,0,0,0,0,0,0
LINC00348,0,0,0,0,0,0,0,0,0
LINC00347,0,0,0,0,0,0,0,0,0
LINC00346,0,0,0,0,0,0,0,0,0
LINC00343,0,0,0,0,0,0,0,0,0
LINC00342,0,0,0,0,0,0,4,0,0
LINC00339,0,0,0,5,37,6,3,8,8
LINC00337,0,0,0,0,0,0,0,0,0
LINC00336,0,0,0,0,0,0,0,0,0
LINC00334,0,0,0,0,0,0,0,0,1
LINC00333,0,0,0,0,0,0,0,0,0
LINC00332,0,0,0,0,0,1,2,0,4
LINC00331,0,0,0,0,0,0,0,0,0
LINC00330,0,0,0,0,0,0,0,0,0
LINC00327,0,0,0,0,0,0,0,0,0
LINC00326,0,0,0,0,0,10,0,0,0
LINC00324,1,0,2,16,12,24,22,37,1
LINC00323,0,0,0,0,0,0,0,0,0
LINC00322,0,0,0,0,0,0,0,0,0
LINC00320,0,0,0,0,0,0,0,0,0
LINC00319,0,0,0,0,0,0,0,0,0
LINC00317,0,0,0,0,0,0,0,0,0
LINC00316,0,0,0,0,0,0,0,0,0
LINC00314,0,0,0,0,0,0,0,0,0
LINC00313,0,0,0,0,0,0,0,0,0
LINC00312,0,0,0,0,0,0,0,0,0
LINC00311,0,0,0,0,0,1,0,0,0
LINC00310,0,0,0,0,0,0,0,0,0
LINC00309,0,0,1,0,6,0,0,12,0
LINC00308,1,0,3,0,25,21,4,4,14
LINC00307,0,0,0,0,0,0,0,0,0
LINC00305,0,0,0,0,0,0,0,0,0
LINC00304,0,0,0,0,0,0,0,0,0
LINC00303,0,0,0,0,0,0,0,0,0
LINC00302,0,0,0,0,0,0,0,0,0
LINC00301,0,0,0,0,0,0,0,0,5
LINC00299,0,0,0,0,0,0,0,0,0
LINC00298,0,0,0,0,0,0,0,0,0
LINC00297,0,0,0,0,0,0,0,0,0
LINC00294,0,0,0,0,0,4,6,4,0
LINC00293,0,0,0,0,0,0,0,0,0
LINC00290,0,0,0,0,0,0,0,0,0
LINC00280,0,0,0,0,0,0,0,0,0
LINC00279,0,0,0,0,0,0,0,0,0
LINC00278,0,0,0,8,0,0,0,0,0
LINC00276,0,0,0,0,0,0,0,0,0
LINC00272,0,0,0,0,0,0,0,0,0
LINC00271,0,0,0,0,0,5,14,5,0
LINC00269,0,0,0,0,0,0,0,0,0
LINC00266-3,0,0,0,0,0,0,0,0,0
LINC00266-1,0,0,0,0,0,0,0,0,0
LINC00265,0,0,0,0,0,6,0,0,0
LINC00261,0,0,0,0,0,0,0,0,0
LINC00260,0,0,0,0,0,0,0,0,0
LINC00254,0,0,0,0,0,0,0,0,0
LINC00251,0,0,0,0,0,0,0,0,0
LINC002481,4,0,0,0,1,2,0,0,1
LINC00244,0,0,0,0,4,1,18,0,0
LINC00243,0,0,0,0,0,0,0,0,0
LINC00242,0,0,0,0,0,0,0,0,0
LINC00240,0,0,0,0,0,0,0,0,0
LINC00239,0,2,0,8,19,21,13,13,11
