GeneID,150-2,150-3,33-1,33-2,33-3,con-1,con-2,con-3
ZZZ3,0.0,0.0,0.6896896896896897,0.0,0.8393393393393394,0.6176176176176176,0.7362362362362362,0.6971971971971972
ZZEF1,0.0,0.8613613613613613,0.0,0.8188188188188188,0.7162162162162162,0.6931931931931932,0.0,0.7807807807807807
ZYX,0.8353353353353354,0.8183183183183182,0.9274274274274275,0.954954954954955,0.8618618618618619,0.9039039039039038,0.8778778778778779,0.7667667667667668
ZYG11B,0.9404404404404405,0.8613613613613613,0.8518518518518519,0.7572572572572573,0.8673673673673674,0.7487487487487487,0.7872872872872873,0.6971971971971972
ZYG11A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZXDC,0.0,0.0,0.7272272272272272,0.7287287287287287,0.0,0.6176176176176176,0.7362362362362362,0.0
ZXDB,0.0,0.8183183183183182,0.7587587587587588,0.0,0.7162162162162162,0.6771771771771772,0.0,0.6971971971971972
ZXDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWINT,0.0,0.0,0.0,0.0,0.6601601601601601,0.8173173173173174,0.0,0.0
ZWILCH,0.0,0.0,0.0,0.0,0.7257257257257257,0.6176176176176176,0.0,0.0
ZW10,0.0,0.0,0.0,0.0,0.7572572572572572,0.8503503503503503,0.7517517517517518,0.0
ZUP1,0.0,0.0,0.6896896896896897,0.7572572572572573,0.562062062062062,0.6576576576576576,0.7022022022022022,0.7372372372372372
ZSWIM9,0.0,0.0,0.0,0.0,0.5085085085085085,0.0,0.6391391391391391,0.0
ZSWIM8-AS1,0.980980980980981,0.978978978978979,0.9778135789630027,0.9469469469469469,0.9590752876412311,0.9546244408236234,0.9622986305586251,0.9626326383340505
ZSWIM8,0.8353353353353354,0.9339339339339339,0.8968968968968969,0.9444481796614961,0.8963963963963963,0.9189189189189189,0.952350914960436,0.9514447015741772
ZSWIM7,0.8353353353353354,0.0,0.7587587587587588,0.9014014014014013,0.8848848848848849,0.8103103103103103,0.8903903903903905,0.8568568568568569
ZSWIM6,0.0,0.0,0.8518518518518519,0.0,0.6346346346346347,0.0,0.0,0.6496496496496497
ZSWIM5,0.8918918918918919,0.9339339339339339,0.8228228228228228,0.6531531531531531,0.7942942942942943,0.7367367367367368,0.8283283283283283,0.7372372372372372
ZSWIM4,0.0,0.8183183183183182,0.0,0.6936936936936937,0.7572572572572572,0.8503503503503503,0.8813813813813813,0.8568568568568569
ZSWIM3,0.0,0.0,0.0,0.6531531531531531,0.0,0.7877877877877878,0.0,0.6196196196196196
ZSWIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSWIM1,0.8353353353353354,0.9489489489489489,0.9029029029029029,0.9034034034034033,0.8193193193193193,0.8658658658658658,0.8413413413413413,0.9229229229229229
ZSCAN9,0.0,0.0,0.0,0.0,0.562062062062062,0.0,0.0,0.0
ZSCAN5C,0.0,0.8183183183183182,0.7587587587587588,0.0,0.5825825825825826,0.0,0.7022022022022022,0.8308308308308309
ZSCAN5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSCAN5A,0.0,0.0,0.7587587587587588,0.8653653653653653,0.5825825825825826,0.0,0.8738738738738738,0.8043043043043043
ZSCAN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSCAN32,0.8918918918918919,0.9239239239239239,0.8643643643643644,0.8508508508508508,0.8538538538538538,0.8793793793793794,0.8068068068068068,0.8673673673673674
ZSCAN31,0.8353353353353354,0.8613613613613613,0.8698698698698699,0.8558558558558558,0.8393393393393394,0.9309309309309309,0.9340666193404675,0.8513513513513513
ZSCAN30,0.8708708708708709,0.0,0.8448448448448449,0.9099099099099099,0.9379379379379379,0.9459459459459459,0.9479479479479479,0.9284284284284283
