,5-AZA_150-1,5-AZA_150-2,5-AZA_150-3,5-AZA_33-1,5-AZA_33-2,5-AZA_33-3,5-AZA_con-1,5-AZA_con-2,5-AZA_con-3
PRPF18,0,1,0,1,7,2,0,3,0
PRPF19,41,40,16,208,145,239,225,151,147
PRPF3,2,0,5,18,35,27,39,30,31
PRPF31,0,0,0,0,0,4,0,4,0
PRPF38A,0,0,0,0,0,0,0,0,0
PRPF38B,102,91,97,397,566,657,790,849,849
PRPF39,0,0,0,0,0,0,0,0,0
PRPF4,0,0,0,0,0,0,0,0,0
PRPF40A,236,188,203,1571,1917,2201,2316,1598,1786
PRPF40B,0,0,0,0,19,0,0,0,9
PRPF4B,300,283,307,1687,2355,2905,2175,1908,2395
PRPF6,0,0,0,0,0,0,0,0,0
PRPF8,36,25,13,169,130,167,124,115,96
PRPH,0,0,0,0,0,1,4,0,0
PRPH2,0,0,0,26,4,0,0,0,3
PRPS1,0,0,0,0,0,0,0,0,0
PRPS1L1,0,0,0,0,0,0,0,0,0
PRPS2,1,0,0,14,5,26,15,0,14
PRPSAP1,20,34,29,201,129,153,174,220,129
PRPSAP2,24,12,17,155,149,99,163,152,72
PRR11,8,7,3,66,135,129,158,189,250
PRR12,111,142,133,627,606,693,950,858,934
PRR13,2,0,7,6,40,14,41,14,9
PRR14,0,0,0,0,8,0,0,10,0
PRR14L,28,47,48,616,764,650,862,742,650
PRR15,2,0,0,25,10,34,30,62,21
PRR15L,0,0,0,8,0,0,0,6,0
PRR16,0,0,0,0,0,0,0,0,0
PRR18,0,0,0,0,0,0,0,5,0
PRR19,0,0,0,0,0,0,0,0,0
PRR20A,0,0,0,0,0,0,0,0,0
PRR20B,0,0,0,0,0,0,0,0,0
PRR20C,0,0,0,0,0,0,0,0,0
PRR20D,0,0,0,0,0,0,0,0,0
PRR20E,0,0,0,0,0,0,0,0,0
PRR20G,0,0,1,10,0,6,5,1,0
PRR22,1,3,4,72,51,59,98,49,27
PRR23A,0,0,0,0,0,0,0,0,0
PRR23B,0,0,0,0,0,0,0,0,0
PRR23C,0,0,0,0,0,0,0,0,0
PRR23D1,0,0,0,0,0,0,0,0,0
PRR23D2,0,0,0,0,0,0,0,0,0
PRR25,2,0,0,6,10,25,15,0,11
PRR26,0,0,0,0,0,0,0,0,0
PRR27,0,0,0,0,0,0,0,0,0
PRR29,0,0,0,0,0,0,0,0,0
PRR29-AS1,0,0,0,0,0,1,0,0,0
PRR3,17,12,17,75,45,121,112,29,59
PRR30,0,0,0,0,0,0,0,0,0
PRR32,0,0,0,0,0,0,0,0,0
PRR34-AS1,0,0,0,0,0,2,0,0,0
PRR35,7,12,1,27,82,34,55,141,19
PRR36,0,0,1,6,4,7,0,0,3
PRR4,1,0,0,0,1,0,0,0,4
PRR5,0,0,0,0,0,0,0,0,0
PRR5-ARHGAP8,0,0,0,0,0,0,0,0,0
PRR5L,21,27,8,77,145,102,131,121,135
PRR7,0,0,0,0,0,0,0,0,0
PRR7-AS1,0,0,0,0,0,0,0,0,0
PRR9,0,0,0,0,0,0,0,0,0
PRRC1,80,53,48,396,581,745,827,570,470
PRRC2A,386,553,414,2859,2622,2937,3292,2608,2435
PRRC2B,78,106,85,615,625,594,954,842,667
PRRC2C,59,38,53,285,330,635,439,465,474
PRRG1,0,0,0,0,0,0,0,0,0
PRRG2,14,1,1,23,37,52,33,47,50
PRRG3,0,0,0,0,12,25,6,0,25
PRRG4,8,10,8,136,74,124,183,63,107
PRRT1,30,34,35,342,437,467,685,430,447
PRRT1B,9,12,7,69,67,35,54,44,12
PRRT2,255,282,182,1916,1531,1553,2113,1897,1688
PRRT3,1,4,0,23,27,24,45,33,22
PRRT3-AS1,1,0,0,0,4,16,20,6,13
PRRT4,0,0,0,0,0,0,0,0,0
PRRX1,0,0,0,0,0,0,0,0,0
PRRX2,0,0,0,13,0,0,23,0,0
PRRX2-AS1,0,0,0,0,0,4,0,0,1
PRSS1,0,1,1,26,12,19,6,20,17
PRSS12,0,0,0,0,0,0,0,0,0
PRSS16,0,1,0,0,0,0,0,0,0
PRSS2,1,1,0,2,23,30,10,20,24
PRSS21,89,73,51,748,685,846,927,856,710
PRSS22,0,0,0,2,2,0,0,0,0
PRSS23,14,0,5,22,42,48,46,37,53
PRSS27,9,2,4,31,110,134,72,106,175
PRSS3,803,1077,678,5201,4440,4093,5056,4574,3064
PRSS30P,0,0,0,6,0,1,0,0,0
PRSS33,4,0,0,0,0,3,0,12,0
PRSS35,0,0,0,0,0,4,0,0,0
PRSS36,232,328,195,2154,1905,1955,2843,2593,1863
PRSS37,23,20,13,222,204,338,278,254,296
PRSS38,6,26,3,55,116,120,84,101,162
PRSS3P2,0,0,0,0,0,0,0,0,0
PRSS40A,0,0,0,0,0,0,0,0,0
PRSS40B,0,0,0,0,0,0,0,0,0
PRSS41,0,0,2,3,72,89,59,69,7
PRSS42P,0,0,0,0,0,0,0,0,0
PRSS43P,0,0,0,0,0,0,0,0,0
PRSS44P,0,0,0,0,0,0,0,0,0
PRSS45P,0,0,0,0,0,0,0,0,0
PRSS46P,15,11,11,29,108,67,113,80,35
PRSS47,0,0,0,0,0,0,0,0,0
PRSS48,4,0,0,25,1,4,36,12,18
PRSS50,66,55,51,366,316,253,387,401,236
PRSS53,59,57,48,388,320,306,376,350,260
PRSS54,0,1,1,11,16,10,26,22,7
PRSS55,0,1,0,0,0,0,0,0,0
PRSS56,0,0,0,0,0,8,0,10,0
PRSS57,0,0,1,0,0,0,0,0,0
PRSS58,0,0,0,0,0,0,6,0,0
PRSS8,138,150,133,947,880,1018,1462,985,892
PRTFDC1,0,0,5,0,7,21,26,24,15
PRTG,43,35,38,336,387,615,622,561,612
PRTN3,0,0,0,0,0,0,0,0,0
PRUNE1,85,111,96,398,532,624,625,462,451
PRUNE2,0,0,0,5,7,1,0,0,0
PRX,0,0,0,0,0,2,5,22,0
PRXL2A,0,0,0,0,0,0,0,0,0
PRXL2B,0,0,0,0,0,0,0,0,0
PRXL2C,0,0,0,0,0,0,0,0,0
PRY,0,0,0,0,0,0,0,0,0
PRY2,0,0,0,0,0,0,0,0,0
PSAP,0,0,0,0,0,1,0,0,0
PSAPL1,29,39,21,199,188,182,265,202,114
PSAT1,0,0,0,0,0,0,0,0,0
PSCA,0,0,0,0,0,0,0,0,0
PSD,0,0,1,0,9,0,0,0,0
PSD2,44,15,21,145,158,243,299,227,242
PSD2-AS1,0,0,0,0,0,5,0,0,0
PSD3,5,2,2,7,52,13,13,17,21
PSD4,0,3,0,10,14,8,1,5,0
PSEN1,0,0,0,0,0,0,0,0,0
PSEN2,13,4,12,19,33,88,63,105,72
PSENEN,29,13,13,160,100,174,162,134,137
PSG1,6,3,16,139,117,121,166,139,93
PSG10P,24,4,3,119,125,124,114,175,69
PSG11,23,14,5,93,161,160,93,112,119
PSG2,0,0,0,0,4,5,0,0,9
PSG3,47,35,37,360,235,289,373,288,174
PSG4,0,0,1,0,0,1,0,0,0
PSG5,0,0,0,4,0,0,0,6,0
PSG6,6,3,0,5,10,25,36,27,4
PSG7,1,0,0,0,0,2,1,13,5
PSG8,92,56,91,585,561,644,496,552,311
PSG8-AS1,0,0,0,0,0,0,0,0,0
PSG9,0,0,0,0,0,3,0,0,0
PSIP1,97,110,185,745,834,1451,1099,954,1168
PSKH1,1,3,2,48,14,21,68,48,33
PSKH2,5,3,4,80,72,137,168,92,94
PSLNR,0,0,0,0,0,0,0,0,0
PSMA1,58,34,50,152,320,487,418,360,253
PSMA2,0,0,0,0,0,1,10,0,0
PSMA3,0,0,0,0,0,2,0,0,0
PSMA3-AS1,0,0,0,0,0,0,0,0,0
PSMA4,0,0,0,0,0,0,0,0,0
PSMA5,2,0,4,6,3,11,7,0,25
PSMA6,4,1,1,16,6,27,14,8,10
PSMA7,0,0,0,0,0,0,0,0,0
PSMA8,0,0,0,0,0,0,0,0,0
PSMB1,0,0,0,0,0,0,0,0,0
PSMB10,5,0,0,14,17,11,14,20,19
PSMB11,238,352,237,1967,2091,2240,2387,2054,2222
PSMB2,1,1,0,1,36,10,11,13,1
PSMB3,0,0,1,0,13,9,0,0,4
PSMB4,3,3,2,144,87,77,78,122,39
PSMB5,0,1,2,5,16,20,11,9,12
PSMB6,36,24,27,288,338,291,250,229,203
PSMB7,0,1,0,6,10,9,2,5,20
PSMB8,0,0,0,0,0,0,0,0,0
PSMB8-AS1,0,0,0,0,0,0,0,0,0
PSMB9,0,0,0,0,18,15,11,22,3
PSMC1,4,11,7,125,78,127,114,101,89
PSMC2,0,0,0,0,0,0,0,0,0
PSMC3,0,0,0,0,0,0,0,0,0
PSMC3IP,1,0,4,14,30,38,37,20,17
PSMC4,108,162,136,1180,938,856,1220,1070,841
PSMC5,0,0,0,0,0,0,0,0,0
PSMC6,0,0,1,2,1,1,0,10,0
PSMD1,1,0,1,19,40,35,27,65,22
PSMD10,0,0,0,0,0,0,0,0,0
PSMD11,0,0,0,0,0,0,0,0,0
PSMD12,0,0,0,0,0,0,0,0,0
PSMD13,780,922,820,5192,5263,5557,5997,5189,4103
PSMD14,0,0,3,0,10,1,4,0,7
PSMD2,43,38,27,136,242,192,106,98,59
PSMD3,0,0,0,0,0,1,0,0,10
PSMD4,67,69,44,509,557,486,624,466,383
PSMD5,1,0,0,0,0,0,0,0,0
PSMD6,1,0,0,0,0,0,0,0,0
PSMD6-AS2,236,252,230,1425,1599,1997,1970,1365,1552
PSMD7,0,0,0,0,9,4,21,0,0
PSMD8,0,0,0,0,0,0,0,0,0
PSMD9,0,0,0,8,0,4,12,0,4
PSME1,0,0,0,0,0,0,0,0,0
PSME2,0,0,0,0,0,0,0,0,0
PSME3,0,0,0,0,0,0,0,0,0
PSME3IP1,5,14,11,64,62,60,85,93,80
PSME4,47,46,49,240,285,459,606,423,389
PSMF1,23,2,17,105,141,221,197,257,160
PSMG1,0,0,0,0,0,0,0,0,0
PSMG2,234,281,215,2224,2085,2372,2709,2064,2120
PSMG3,0,0,0,0,0,0,0,0,0
PSMG3-AS1,87,42,57,217,360,387,510,536,286
PSMG4,123,69,85,779,622,788,1046,679,603
PSORS1C1,4,22,6,63,26,49,88,68,28
PSORS1C2,1,0,1,0,2,7,10,11,1
PSORS1C3,0,0,0,1,0,4,7,0,0
PSPC1,282,333,228,1367,1183,1035,2071,1682,1167
PSPH,19,39,33,337,368,603,508,469,463
PSPN,1,9,0,18,7,12,15,56,34
PSRC1,0,0,0,0,0,0,0,0,0
PSTK,0,0,0,0,0,0,0,0,0
PSTPIP1,11,6,13,81,67,124,84,67,100
PSTPIP2,0,0,0,0,18,0,6,0,6
PTAFR,277,339,277,2071,2185,2852,2997,1935,2151
PTAR1,0,0,0,0,1,7,0,0,0
PTBP1,951,990,981,5712,6293,5908,6876,5667,4393
PTBP2,0,0,0,0,0,0,0,0,0
PTBP3,68,47,57,279,514,672,611,631,560
PTCD1,0,0,0,0,0,0,0,0,0
PTCD2,58,37,41,226,232,285,278,286,204
PTCD3,0,0,0,0,0,8,8,7,1
PTCH1,22,22,24,166,248,217,236,174,118
PTCH2,29,21,11,188,194,234,359,242,170
PTCHD1,0,0,0,0,0,0,0,0,0
PTCHD1-AS,0,0,0,0,0,0,0,0,0
PTCHD3,54,43,73,329,404,632,649,439,545
PTCHD4,6,4,5,4,14,56,72,13,31
PTCRA,417,523,464,4329,4027,5105,5518,4443,5060
PTCSC1,0,0,0,0,0,0,0,0,0
PTCSC2,1,0,0,22,16,35,1,14,39
PTCSC3,2,0,0,11,55,50,44,53,68
PTDSS1,0,0,0,2,6,10,10,2,18
PTDSS2,82,76,71,571,459,531,522,565,439
PTEN,0,0,0,0,0,0,0,0,0
PTENP1,199,184,163,1375,1681,1940,2171,1808,1877
PTENP1-AS,0,0,0,0,0,0,0,0,0
PTER,11,9,1,30,40,99,66,73,19
PTF1A,0,0,0,0,0,0,0,0,1
PTGDR,1,0,0,0,0,0,0,0,0
PTGDR2,0,0,0,0,0,0,0,0,0
PTGDS,0,0,0,0,1,0,0,1,0
PTGER1,0,0,0,0,0,0,0,0,0
PTGER2,0,0,0,0,39,32,47,10,30
PTGER3,0,0,0,0,0,0,0,0,0
PTGER4,101,73,93,1223,1091,1217,2128,1356,1387
PTGER4P2-CDK2AP2P2,0,0,0,0,0,0,0,0,0
PTGES,2,0,2,1,12,25,21,30,33
PTGES2,42,39,38,316,217,323,283,373,334
PTGES2-AS1,10,2,5,21,59,67,65,50,48
PTGES3,172,176,209,1562,1510,1450,1922,1446,1678
PTGES3L,2,1,0,0,0,4,1,17,2
PTGES3L-AARSD1,0,1,0,5,3,25,52,40,19
PTGFR,0,1,0,9,0,18,10,20,20
PTGFRN,251,350,247,2700,3599,3225,3646,2952,2783
PTGIR,1,0,2,0,14,2,0,6,0
PTGIS,357,205,232,1509,2008,3123,2110,1933,2194
PTGR1,0,0,0,0,0,0,0,0,0
PTGR2,3,0,4,20,30,34,30,62,41
PTGS1,0,0,0,0,0,0,0,0,0
PTGS2,0,0,0,0,0,0,0,0,0
PTH,0,0,0,0,0,0,0,0,0
PTH1R,0,0,0,0,0,0,0,0,0
PTH2,25,26,15,321,271,294,470,364,295
PTH2R,23,9,21,96,140,262,201,179,168
PTHLH,0,0,0,0,0,0,0,0,0
PTK2,4,1,5,21,32,25,47,57,45
PTK2B,4,3,8,48,69,89,71,123,72
PTK6,0,0,0,0,0,0,0,0,0
PTK7,72,66,68,437,487,542,554,390,344
PTMA,0,0,0,0,0,0,0,0,0
PTMAP11,0,0,0,0,0,0,0,0,0
PTMS,0,0,2,13,2,2,20,32,6
PTN,0,0,0,0,0,0,0,0,0
PTOV1,3,0,0,6,10,1,0,0,5
PTOV1-AS1,16,5,10,133,198,97,105,74,111
PTOV1-AS2,0,0,0,0,1,1,0,0,0
PTP4A1,0,0,0,0,0,3,0,0,0
PTP4A2,36,76,70,316,200,267,342,208,187
PTP4A3,0,0,2,0,0,4,0,30,0
PTPA,13,6,4,63,81,25,78,50,28
PTPDC1,4,5,4,77,178,265,165,183,125
PTPMT1,1,0,7,20,10,22,13,7,31
PTPN1,0,0,0,0,0,0,0,0,0
PTPN11,48,32,33,416,311,440,400,357,408
PTPN12,7,12,3,28,25,36,47,35,70
PTPN13,1,0,0,12,70,26,24,51,52
PTPN14,6,4,7,24,26,46,57,60,55
PTPN18,0,0,0,0,0,0,0,0,0
PTPN2,167,143,120,824,914,1240,1202,1025,1056
PTPN20,3,0,0,5,16,11,58,30,13
PTPN21,0,0,0,0,0,0,0,0,0
PTPN22,0,0,0,0,0,0,0,0,13
PTPN23,0,0,0,0,3,4,0,4,5
PTPN3,0,0,0,0,0,0,0,0,0
PTPN4,53,16,34,93,191,253,207,96,152
PTPN5,5,2,9,5,79,38,28,19,23
PTPN6,27,17,42,216,194,225,244,165,104
PTPN7,0,0,0,10,12,8,13,7,2
PTPN9,7,0,0,0,0,10,4,4,0
PTPRA,121,151,129,1159,1068,1299,1374,1221,969
PTPRB,1,3,0,14,52,32,20,71,34
PTPRC,0,0,0,7,0,4,6,0,0
PTPRCAP,0,0,0,0,0,0,0,0,0
PTPRD,0,0,0,0,0,2,0,0,0
PTPRD-AS1,0,0,0,0,8,0,0,0,0
PTPRD-AS2,0,0,0,0,0,0,0,0,0
PTPRE,0,0,0,0,0,0,0,0,0
PTPRF,0,0,0,0,0,1,0,0,0
PTPRG,7,9,7,65,122,154,121,81,87
PTPRG-AS1,10,5,12,84,120,134,146,129,121
PTPRH,0,0,0,0,0,0,0,0,0
PTPRJ,48,48,44,368,543,557,317,426,402
PTPRK,9,1,2,55,34,47,72,6,29
PTPRM,29,18,19,198,109,161,170,203,202
PTPRN,276,351,201,1815,1858,1931,2279,2181,1669
PTPRN2,3,2,4,14,53,65,55,91,61
PTPRO,0,0,0,2,0,1,0,0,0
PTPRQ,0,0,0,7,0,1,0,0,12
PTPRR,10,14,14,105,152,248,292,161,197
PTPRS,97,50,45,303,419,353,311,227,147
PTPRT,13,5,6,145,68,96,138,129,70
PTPRU,22,12,15,124,183,246,294,253,275
PTPRVP,0,1,7,63,53,42,45,40,71
PTPRZ1,28,17,12,126,188,286,345,252,431
PTRH1,0,0,0,0,1,4,2,0,9
PTRH2,0,0,0,0,0,4,0,0,0
PTRHD1,0,0,0,0,14,2,0,0,19
PTS,0,0,0,0,0,16,2,10,21
PTTG1,0,0,0,0,0,0,0,0,0
PTTG1IP,0,0,0,0,2,1,2,1,0
PTTG2,0,0,0,4,0,9,0,0,1
PTTG3P,0,0,0,0,0,0,0,0,0
PTX3,0,0,0,0,0,0,0,0,0
PTX4,0,0,0,0,8,0,0,1,6
PUDP,1,0,0,4,30,11,7,8,1
PUF60,567,568,360,3357,2945,2363,3414,3135,1513
PUM1,0,0,0,0,0,0,0,0,0
PUM2,76,104,108,696,754,1051,886,716,686
PUM3,282,259,274,1707,1842,2933,2409,1692,1832
PURA,0,0,0,0,0,0,0,0,0
PURB,89,127,106,997,836,1356,1431,1243,1086
PURG,7,2,15,110,90,163,149,156,129
PURPL,91,82,98,392,492,779,575,520,688
PUS1,13,1,1,16,12,24,15,41,52
PUS10,2,0,5,4,0,15,17,25,5
PUS3,0,0,0,15,11,5,4,4,4
PUS7,18,6,10,11,63,61,54,53,57
PUS7L,0,0,0,0,0,0,0,0,0
PUSL1,614,834,544,4600,4031,3811,4473,3866,2707
PVALB,0,0,0,0,1,0,0,0,1
PVALEF,0,0,0,0,0,0,0,0,0
PVR,57,49,39,395,366,578,668,520,461
PVRIG,0,0,0,0,0,0,0,0,0
PVRIG2P,0,0,0,0,0,0,0,0,0
PVT1,0,0,2,16,3,17,5,25,28
PWAR1,0,0,0,0,0,0,0,0,0
PWAR4,0,0,0,0,0,0,0,0,0
PWAR5,0,0,0,0,0,0,0,0,0
PWAR6,0,0,0,0,0,0,0,0,0
PWARSN,0,0,0,0,0,0,0,0,0
PWP1,0,0,0,4,0,0,0,0,0
PWP2,0,0,0,0,0,0,0,0,0
PWRN1,0,0,0,0,0,0,0,0,0
PWRN2,0,0,0,0,0,0,0,0,0
PWRN3,0,0,0,0,0,0,0,0,0
PWRN4,0,0,0,0,0,0,0,0,0
PWWP2A,3,3,2,43,67,84,88,107,100
PWWP2B,0,0,0,0,0,0,0,0,0
PWWP3A,337,293,256,1136,1283,1504,1643,1374,982
PWWP3B,71,62,57,197,353,374,272,273,167
PXDC1,132,142,76,611,461,674,709,880,405
PXDN,1,1,0,0,11,4,0,0,0
PXDNL,0,0,0,0,0,0,0,0,0
PXK,9,3,2,37,76,73,110,73,73
PXMP2,0,0,0,0,0,0,0,0,0
PXMP4,111,166,86,1162,1106,1092,1566,1182,948
PXN,30,32,18,195,177,387,258,234,261
PXN-AS1,0,0,1,0,14,2,0,0,5
PXT1,33,20,20,311,155,200,302,183,215
PXYLP1,13,9,16,82,110,104,102,82,126
PYCARD,11,9,24,101,94,105,93,91,70
PYCARD-AS1,10,9,9,66,40,114,58,130,105
PYCR1,0,0,0,0,0,0,0,0,0
PYCR2,0,0,0,0,0,6,0,0,0
PYCR3,0,1,0,0,5,0,0,0,0
PYDC1,0,0,0,0,0,0,3,0,0
PYDC2,0,0,0,0,0,0,0,0,0
PYDC5,0,0,0,0,0,0,0,0,0
PYGB,261,350,245,2353,2772,2305,3266,3012,2172
PYGL,34,32,48,167,285,376,361,198,424
PYGM,0,0,0,0,0,1,0,4,0
PYGO1,5,0,1,8,0,16,10,2,4
PYGO2,26,22,10,166,202,111,189,162,111
PYHIN1,0,0,0,0,0,0,0,0,0
PYM1,0,0,0,0,0,0,0,0,0
PYROXD1,0,0,0,0,0,3,5,0,4
PYROXD2,1,1,0,29,29,46,44,34,24
PYURF,0,0,0,0,0,0,0,0,0
PYY,0,0,0,0,0,0,0,0,0
PYY2,4,0,1,0,10,11,3,24,2
PZP,0,0,1,11,0,0,23,13,2
QARS1,4,7,1,30,21,47,50,27,36
QDPR,31,9,7,129,165,129,212,168,76
QKI,0,0,0,0,0,0,0,0,1
QPCT,3,2,3,22,36,13,28,31,41
QPCTL,0,0,0,10,0,0,15,6,15
QPRT,0,0,0,0,0,0,0,0,0
QRFP,2,0,0,16,2,9,9,0,14
QRFPR,0,0,1,0,0,0,0,4,1
QRICH1,76,80,89,493,487,525,706,487,423
QRICH2,0,0,0,0,0,0,0,0,0
QRSL1,15,8,1,33,75,78,80,44,52
QSER1,98,74,108,478,749,887,824,735,945
QSOX1,10,13,3,100,123,94,81,185,78
QSOX2,110,128,83,799,696,741,818,648,546
QTRT1,0,0,0,0,0,0,0,0,0
QTRT2,4,2,1,10,25,41,38,48,30
R3HCC1,43,18,59,299,193,399,401,292,283
R3HCC1L,1,0,0,0,13,1,7,10,0
R3HDM1,9,3,12,43,77,94,74,112,132
R3HDM2,38,66,39,341,340,354,596,383,218
R3HDM4,194,252,195,1435,1440,1250,2004,1635,1219
R3HDML,0,0,0,0,18,0,8,0,0
RAB10,1,0,0,16,8,24,17,3,5
RAB11A,140,161,139,1297,1383,1821,2125,1567,1417
RAB11B,0,0,0,0,14,11,9,0,0
RAB11B-AS1,2,1,0,0,5,11,0,18,2
RAB11FIP1,1,0,0,6,0,1,1,0,1
RAB11FIP2,0,0,0,0,0,0,0,0,0
RAB11FIP3,150,163,157,869,1029,731,963,957,536
RAB11FIP4,0,0,0,0,0,0,0,0,0
RAB11FIP5,1,0,0,3,0,0,0,0,2
RAB12,44,66,54,381,414,584,522,423,387
RAB13,0,0,1,0,0,1,0,0,0
RAB14,0,0,0,0,0,0,0,0,0
RAB15,42,23,20,116,300,294,258,155,197
RAB17,0,0,0,0,0,0,0,0,0
RAB18,10,4,6,94,98,87,62,65,56
RAB19,14,10,8,86,138,144,85,103,152
RAB1A,0,0,0,0,0,2,0,0,0
RAB1B,83,123,84,737,590,644,668,542,442
RAB20,0,0,0,0,0,0,0,0,0
RAB21,0,0,0,0,0,0,0,1,8
RAB22A,0,0,0,0,0,0,0,0,0
RAB23,8,1,1,21,4,13,38,25,3
RAB24,0,0,0,7,0,1,2,18,4
RAB25,1,3,1,19,0,17,8,11,1
RAB26,7,14,16,120,50,185,246,232,122
RAB27A,0,0,0,0,0,0,0,0,0
RAB27B,0,0,0,0,0,0,0,0,1
RAB28,14,11,13,133,90,183,223,219,201
RAB29,10,4,7,64,94,94,41,80,63
RAB2A,0,0,0,0,0,0,0,0,0
RAB2B,105,126,83,795,671,816,1036,964,876
RAB30,77,80,53,348,515,588,482,455,448
RAB30-DT,0,0,0,0,3,0,5,0,0
RAB31,0,0,0,0,0,0,7,65,0
RAB32,0,0,0,0,0,0,0,0,0
RAB33A,0,0,0,0,0,0,0,0,0
RAB33B,0,0,0,0,0,0,0,0,0
RAB34,5,6,8,34,35,33,67,61,54
RAB35,0,2,5,7,67,78,47,34,11
RAB36,0,0,0,0,0,0,0,0,0
RAB37,46,59,42,358,416,446,513,507,468
RAB38,1,0,0,0,0,16,11,0,9
RAB39A,8,1,0,0,14,22,34,34,47
RAB39B,0,0,0,0,0,0,0,0,0
RAB3A,1,0,1,0,0,0,0,0,0
RAB3B,130,142,147,821,1090,1344,1608,1298,1249
RAB3C,49,20,45,207,117,304,201,303,302
RAB3D,27,28,5,123,186,158,144,131,84
RAB3GAP1,135,75,58,1276,1339,1591,1502,1409,1412
RAB3GAP2,60,75,54,466,525,643,707,640,667
RAB3IL1,117,128,111,541,761,558,599,650,485
RAB3IP,18,24,16,119,107,181,181,162,160
RAB40A,0,0,0,0,0,0,0,0,0
RAB40AL,15,2,8,38,12,64,25,19,22
RAB40B,0,0,0,0,0,0,0,0,0
RAB40C,65,64,19,251,399,280,414,418,227
RAB41,0,0,0,15,0,5,5,0,12
RAB42,9,7,9,55,71,75,75,82,77
RAB43,1,0,0,0,0,1,0,0,0
RAB44,0,0,0,0,0,1,0,0,0
RAB4A,0,0,0,0,0,5,4,0,0
RAB4B,0,0,0,0,0,0,0,0,0
RAB4B-EGLN2,0,0,0,0,0,0,0,0,0
RAB5A,0,1,0,0,46,19,26,18,12
RAB5B,0,0,0,0,0,0,0,0,0
RAB5C,3,0,5,8,34,16,13,1,20
RAB5IF,3,0,0,2,0,1,17,4,1
RAB6A,4,0,0,11,28,12,5,21,14
RAB6B,0,1,2,13,0,40,5,8,16
RAB6C,0,0,0,0,0,0,0,0,0
RAB6C-AS1,0,0,0,0,0,0,0,0,0
RAB6D,0,0,0,0,0,0,0,0,0
RAB7A,1,6,1,26,14,41,31,24,18
RAB7B,0,0,0,0,0,0,0,0,0
RAB8A,0,0,0,0,0,0,0,0,0
RAB8B,0,1,6,23,16,26,7,30,22
RAB9A,1,6,0,19,14,9,0,14,0
RAB9B,0,0,0,0,0,0,0,0,0
RAB9BP1,0,0,0,0,0,0,0,0,0
RABAC1,0,0,0,0,0,0,0,0,0
RABEP1,453,521,466,3243,3190,3482,4406,3018,2858
RABEP2,1,3,8,52,37,48,91,54,77
RABEPK,0,0,0,0,0,2,0,0,0
RABGAP1,0,0,0,0,0,0,0,0,0
RABGAP1L,120,93,93,758,802,1113,1202,1032,780
RABGAP1L-DT,0,0,0,5,0,5,5,6,8
RABGEF1,10,7,8,62,121,163,165,145,202
RABGGTA,0,0,0,0,12,0,0,6,0
RABGGTB,2,2,0,0,6,1,0,0,0
RABIF,68,84,65,606,592,694,868,668,630
RABL2A,0,0,0,0,0,2,0,0,0
RABL2B,0,0,4,4,29,16,38,0,14
RABL3,0,0,0,0,0,0,0,0,0
RABL6,1,0,0,4,0,1,2,0,0
RAC1,0,0,1,0,12,4,5,7,1
RAC2,0,0,0,0,0,0,0,0,0
RAC3,0,0,0,0,0,0,0,0,0
RACGAP1,4,1,4,18,26,77,35,69,27
RACGAP1P,0,0,0,0,0,0,0,0,0
RACK1,0,0,0,0,0,0,0,0,0
RAD1,179,222,180,1144,1275,1283,1643,1094,1101
RAD17,1,3,2,12,4,36,13,11,36
RAD18,3,1,0,21,45,58,113,47,57
RAD21,0,0,0,0,0,0,0,0,0
RAD21-AS1,0,0,0,0,0,0,0,0,0
RAD21L1,0,0,0,0,0,0,0,0,0
RAD23A,0,0,4,10,0,9,0,0,0
RAD23B,0,0,0,0,0,0,0,0,0
RAD50,1,1,4,0,18,1,0,0,0
RAD51,3,1,3,25,53,37,72,89,86
RAD51-AS1,0,0,0,0,0,1,0,8,0
RAD51AP1,0,0,0,0,0,0,0,0,0
RAD51AP2,0,0,0,0,0,0,0,0,0
RAD51B,40,0,5,108,182,270,312,298,266
RAD51C,53,55,58,211,198,237,336,214,220
RAD51D,0,0,0,0,0,3,18,0,0
RAD51L3-RFFL,0,0,0,0,0,0,0,0,0
RAD52,12,3,4,23,46,64,25,33,36
RAD54B,0,0,0,0,0,0,0,0,0
RAD54L,3,0,0,0,11,11,14,0,2
RAD54L2,47,63,70,252,335,287,280,238,201
RAD9A,48,37,39,252,246,273,407,354,168
RAD9B,0,0,0,8,5,13,7,0,17
RADIL,92,75,87,517,560,571,625,642,382
RADX,0,0,0,0,0,1,0,0,0
RAE1,0,0,0,0,0,0,0,0,0
RAET1E,1,2,2,29,31,42,55,63,31
RAET1E-AS1,26,35,5,115,78,240,233,215,168
RAET1G,20,16,22,169,122,260,183,110,226
RAET1K,16,8,7,37,51,121,179,78,77
RAET1L,1,1,2,14,15,47,49,5,34
RAF1,41,43,23,185,259,291,314,296,227
RAG1,1,1,0,1,4,0,1,12,1
RAG2,2,0,2,43,31,30,36,24,24
RAI1,47,42,33,271,261,375,408,485,313
RAI1-AS1,4,11,15,60,103,121,91,159,89
RAI14,147,95,139,709,875,1058,1082,771,868
RAI2,0,0,0,0,0,0,0,0,0
RALA,5,8,6,17,73,114,53,83,74
RALB,0,0,0,0,0,0,0,0,0
RALBP1,401,387,406,2934,2760,4094,4793,3412,3386
